"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Sat Jan 07 02:49:58 CET 2023","Sat Jan 07 02:50:10 CET 2023","11231","","Shopping cart","","Shopping cart","As a user, I can add and delete product in the cart","As a user, I can add and delete product in the cart",""
